target	text
0	灌漑に用いられた水は排水路が無いまま捨てられたため、一部地域で耕地は冠水した。
0	国民運動などの国民レベルの取組もまた、そのような変化に対応した展開をすることを求めたい。
1	被制圧者が独立を保ったとしても、もはや帝国に報復する可能性はない。
1	国王や大臣たちにまじって、太子も陪席しています。
0	そして仮面をつけている子は、白人の少女なのです。
1	化学繊維の中でぬれたまま太陽光線にさらしても加水分解等のダメージのないものを教えてください。
0	話というのはその前後の脈絡次第で大きく変わります。
1	会長さんの件大変なことになっていたことを聞きとてもびっくりするとともに責任を痛感しました。
0	極端な表現をすれば、日本のサラリーマンのクビはアメリカ合衆国という国家の論理ひとつにかかっているといってもよいのです。
1	既婚者で子持ちの女性は恋愛対象からはずしてしまいますか？
0	加齢とともに避けることができない老化は、肌にもシワやくすみ、たるみという現象として現れます。
1	家庭生活は、普通にしていますから奥さんはきっと離婚をきりだされるなんて夢にも思っていないと思います。
0	健全な青少年を育成する立場からは、この分野での青少年の活動を支えていくことが重要であろう。
1	つめが伸びていると、皮膚を傷つけるおそれがあるので、気をつけてください。
0	健全な青少年を育成する取組の常として、人々の自覚と責任ある行動が求められる。
1	なかでも芽キャベツは、その効力が際立っていることが、いくつもの動物実験によって証明されています。
0	借主が支出したときは事務管理としての償還請求をなしうる。
0	言葉を読むとはそういう経験だろうとおもいます。
1	今年は社主の様に自分磨きの出来る年にして行きたいと思います。
1	金融部門の健全化を求める小泉が柳澤を更迭したのは、当然の成り行きだった。
0	錦のように彩られた遠くの山々も美しく、自転車だと自分のペースでその景色を楽しむことができる。
0	経済力、軍事力が伴ってくるにつれ、日本はより自由に行動するようになるであろう。
1	掘り起こされた土は甘い香りがします。
1	君たちは最悪なことをまだ知らないのだよ。
0	駿河湾に朝揚がった新鮮な魚介を中心に使用した寿司がおいしい。
0	可能だとしたら、機能を引き出すための起爆剤となる何かを手に入れることはできないものだろうか。
1	苦しくて厳しい戦い接戦終了の合図で勝利を確認した子どもたち自然に駆け寄って喜びを表現しました。
0	米国の抱いたもうひとつの不安は、日中が結びつく可能性であった。
1	以後、忠勝は常に家康の居城の城下に住み、旗本部隊の将として活躍した。
0	明治のその頃には、旧幕時代からのこういう高潔の士風がなお残存していたのである。
1	脳が完全に覚醒していない状態の時に起きる事が多いらしい。
1	派出所の巡査に言われて、お手伝いはまるい目をますますまるくして、奥へ飛んで行った。
0	派出所の巡査は、東京から来た二人の刑事にすっかり感激して宮田旅館まで送って来てくれた。
1	器量もごくごくふつうですし、家柄がとくに良かったわけでもない。
0	人がある人を好きになる、あるいは嫌いになるにはそれ相応の理由があることは言うまでもありません。
1	人から何か頼まれたら、できるだけ早く答えを出してあげる。
0	人を愛しすぎて狂気が出てきたら爆破されるか自爆するしかなさそうです。
0	人間というものは、一人ではたいした仕事は出来ない。
1	人間の価値とは関係ないですから。
0	人類は如何にして自分を淘汰することが出来るかといふに、私は産児制限に頼る外はないと信じます。
1	人気や人望がなかったり、頭の回転が鈍くなったり、離婚などの別離を繰り返したりします。
0	殺された人が生きていたのだ。
1	殺人事件の立件にかならずしも遺体は必要ではない。
1	山室は帰国すると「戦時救済管見」をまとめて報告した。
0	上流地域で急増したポンプがアマラ州に流れる水を吸い上げ、従来からの水路体系を崩壊させた。
0	少年たちがわめき、逃げようと抵抗しているにもかかわらず、周りにいる人々は誰も動こうとしない。
1	身長もそれほど高くなく、学歴も威張るほどのものではない。
1	実戦状態に突入した場合、これほど頼りになる部下はほかになかった。
0	食料や医療品の不足は兵士たちの士気を次第に蝕み、ゲリラ自身も喘息に苦しめられていた。
1	世の中にはその点から言っても、勘違いをしている人がかなりいるのではないでしょうか。
0	世の中的には、もう少し「人間を見つめる」社会に戻って欲しいなと思います。
0	世界基準の時間と日本の標準時との時差はどっちが何時間早いんですか？
1	釈迦族は稲作民族でしたから、この春の農耕祭は重要な儀式です。
1	誰でもこんなことをされたら嫌いになる、こんなことを言われたら嫌いになるものがあるはずです。
0	私はそれ以来、数々の失敗を経てつぎのような結論にたどり着きました。
1	通信連絡が完全に途絶えている原因はなんだろう？
0	同時に査定作業に平行してその事業予算の問題点、事業内容を整理し、簡潔な資料を作成する。
1	委任以外の場合には、事務管理または不当利得の問題となる。
0	文化財は、一度その価値が損なわれると回復することのできない極めて貴重な国民全体の財産である。
0	現在、さらに建築専門家が行う耐震診断に関する技術指針や資料集の策定について検討を進めている。
1	現在、情報通信技術の急速な発展により、我々の前に新しい活動の地平が開かれている。
0	また、抗酸化物質や抗がん物質の多くも、加熱調理によって効力が低くなります。
1	現在われわれは、日本を占領している。
1	小鳥は虫をくわえて空を飛び去ります。
0	興味本位に青少年の行き過ぎをそそのかすようなことは、責任ある大人の取るべき行為ではない。
0	家や建物の建設は決して純粋に私的なものではないと考えられています。
1	形態や意味への文化的衝動と深く結びついている審美的な衝動は、人間に普遍的に見られる。
0	厳しい訓練に耐えかね脱走するものも現れ、彼らからゲリラ部隊の情報が政府軍に漏れていった。
1	塩化コバルトが赤から青に変化するのを目安にしてください。
1	言葉とは実にむずかしいものといえます。
0	薬物に依存するような傾向を、青少年期から身につけてしまうことの問題は計り知れない。
1	要は吸着した水分を飛ばせばいいので、日光に当てるだけでもいいです。
0	一方で、その行き過ぎをたしなめ、共に新しい分野の発展に寄与することが大人に求められている。
1	建造物だけを見れば、江戸時代以前の神社仏閣が圧倒的に多いんです。
0	翌日は朝から市内の青果物商を片っ端から尋ねて回った。
1	こういうときは無理にこじつけない方が、いい結果が出る事が多い。
0	員数のすくないゲバラ部隊に取ってこれは致命的になりうる。
0	政府としては、国民の協力を得つつ、新しい変化に対応した取組を実現する必要がある。
1	交渉代理人を起用したいと考えるのは当然である。
1	政府軍は攻勢に転じた。
0	自分が学んだ事しか人に伝えられませんので、学び続けて行きたいと思います。
1	自分で問題点を発見し、それを自分で解決することのできるタイプでなければだめだ。
0	自分の搭乗機の送信機が故障しているのかもしれないという考えを捨てきれなかったからだ。
1	自分の努力でそうなったわけじゃないんで。
0	祖霊信仰も沖縄全域にみられ、それについても一定の研究の蓄積がなされている。
0	水俣病の原因が有機水銀だということも、マスコミが発表する前から判っていました。
1	昨日から２泊３日の日程で、正月の家族旅行をしています。
1	本を読む。
0	物語を聴く。
1	そのことにかけて、子どもたちは独自の態度を身にもっています。
0	いつもかんがえこまされてしまうのですが、子どもたちはじつに独得な本の読みかたをする。
0	おなじ本をいくども読みかえす、いくども聴きかえすことが、子どもたちは好きです。
1	繰りかえし読む。
1	それが子どもの本の読みかたの流儀ですね。
0	子どもと物語の世界とは、繰りかえし読む、繰りかえし聴くというつきあいによってつよくむすばれている。
1	いつまでもおなじ本じゃつまらないじゃないか。
0	大人はすぐそういうのですが、しかし、それは大人たちの本の読みかたの流儀です。
0	本を読むことは大人にとってはしばしば一回的な行為です。
1	子どもたちにとってはちがうのですね。
0	子どもたちは繰りかえし、繰りかえしおなじ物語を聴きたいし、読みたいとおもう。
1	なぜだろうか、とおもうのです。
1	なぜ子どもたちは繰りかえし読みたいし、読むのか。
0	なぜ大人は繰りかえし読もうとせず、読まないのか。
0	この「繰りかえし」をめぐる「なぜ」は、よくかんがえるとふしぎです。
1	たとえば、ミステリ。
1	一ど読んで結末を知ったら、それっきりになる。
0	クイーンの『Ｙの悲劇』はみごとなミステリですが、二ど三ど読むということはまあない。
0	ミステリだけじゃなく、トルストイの『戦争と平和』なら『戦争と平和』のような本だってそうですね。
1	一ど読んだら二ど三どと読むということは、まずたいていしない。
0	知ってしまうんだけれども、繰りかえし読むし、聴く。
1	本質的にちがう読みかただろう。
1	そうおもうのです。
0	二ど三どと読めるというのは、子供は物語をいわば台本のように読んでいるということです。
0	しかし、大人は一どしか読めないというのは、物語を事件のように読んでる。
1	子供たちは物語を演出家として読む。
1	大人たちは物語を目撃者のように読んでいるわけです。
0	一般に、繰りかえしはあまりかんばしからぬこととしてかんがえられてきました。
0	繰りかえしとは進歩のないことであり、好ましくないことなんですね。
1	繰りかえしは退屈だ。
1	だから「何かおもしろいことはないか」ということですね。
0	繰りかえしがなにかしら無力な感じをとおしてかんじられているので、繰りかえしがうっとうしい。
1	しかし、そうじゃないんだ、とおもうのです。
0	それはたんに、わたしたちが繰りかえしというものを怖れているということなんじゃないだろうか。
0	わたしたちの言葉とのつきあいかたにも、繰りかえしを惰性とする感じかたがつよくはたらいています。
1	そのために言葉の新奇な意匠が新薬のようにもとめられるということがあります。
1	けれども、それはどうなのか。
0	あるとき、ずっと一時間ぐらい、子どもたちが野球に熱中しているのをみていたことがあります。
0	子どもたちは四人でした。
1	二人で一チーム。
1	ベースは三つ。
0	本塁があり、一塁と二塁は一緒で、三塁がある。
1	キャッチャーはいません。
0	ピッチャーがいて、バッターがいて、球を打つ。
1	投手と内野手とで一チームですが、外野をまもっているのは次のバッターです。
0	もしファウルならば、打ったバッターはみずからキャッチャーとして、じぶんの打った球をとりにゆかねばならない。
1	それだけじゃなく、バッターがじぶんであって、いまピッチャーが投げるのを待っている。
0	とすれば、バッターはすなわち三塁走者をも兼ねなければならない。
1	大人たちは、そんなふうに野球をすることはできない。
0	いいかえれば、子どもたちは野球のイメージをさまざまに工夫した「どのように」によって読んでいる。
0	しかし、大人は野球のイメージを決められたただ一つのやりかたでしか読めないんです。
1	たとえば、わたしがいま、一人の男の子とキャッチボールをする。
0	そのとき、わたしはキャッチボールをしているんだけれども、子どもはかならずしもキャッチボールをしているんじゃないんです。
1	ボールを投げる。
1	受けて、また投げかえす。
0	それはおなじキャッチボールだけれども、子どもはただキャッチボールをしているというのじゃない。
0	ただ投げているようにみえて、ピッチャーのように投げているかもしれないし、三塁から一塁にむかって投げているかもしれない。
1	センターから矢のようにまっすぐに本塁送球しているかもしれない。
1	ところが、わたしがやっていることは、ボールをあっちへやったりこっちへやったりの繰りかえしなんです。
0	キャッチボールはおなじ行為の繰りかえしだけれども、子供は、それをすこしも繰りかえしとはかんじていないんじゃないか。
0	一回一回がべつのかたちをもつまったくべつの行為なんじゃないか。
1	おなじキャッチボールをしているけれども、ちがうキャッチボールをしている。
0	繰りかえしは、大人には単調ということです。
1	しかし子どもには、繰りかえしは多様性なんです。
1	一つのことに一つのやりかた。
0	繰りかえしをとおして、繰りかえしのなかに、あるまとまりをもった全体をつくりだす。
0	そうした繰りかえしのもつ力というものを、子どもはじぶんに、身ぶりとして身にもっています。
1	身ぶりというのは、繰りかえしを多様性として生きる生きかたが、身ぶりなんです。
0	身ぶりをとおして、身ぶりのなかに、じぶんの世界を繰りかえし具体的につくってゆく。
1	そのような身ぶりのつくる世界のなかに、子どもたちはいるわけですね。
1	つまり、子どもたちは身ぶりの世界の住人です。
0	大人の本の世界では、人間たちだけがたがいに喋りくたびれるほどに喋っている。
1	その根本的なちがいからくるはっきりとしたちがいなわけですね。
0	身ぶりの世界の住人である子どもにとっては、どんなものも身ぶりによって語りかけるものとして存在しています。
0	大人というのは、大人らしい大人、大人のような大人だというような意味での、大人ということです。
1	いわゆる大人は、大人というただ一つの身ぶりしかもたない。
1	「らしい」「のような」というしかたで判断される、社会化された身ぶりをしかもっていない。
0	身ぶりがしばしばステイタスとしての社会的関係をあらわすだけの身ぶりにすぎないんです。
1	子どもは身ぶりを、言葉として生きている人間です。
0	しかし、大人という人間は、批評家のケネス・バークが定義してるように「シンボルを使用する動物」ですね。
0	大人がシンボルによってつくっちゃった社会には、「シンボルを使用する動物」じゃないものはくわわれないんだ。
1	「らしい」「のような」という身ぶりから、じぶんを自由にする。
0	子どもが何にでもなれるというのは「らしい」「のような」からじぶんを自由にするんです。
1	事物との関係が変わったのです。
0	時計が十三時を打ったばかりに。
1	もうトムはそれまでのように、「らしい」「のような」をもとめて事物たちとつきあってゆくわけにいかない。
0	それは『天狗笑』という短い物語なんですが、それをわたしは子どものとき読みました。
1	繰りかえし繰りかえし読んで、すこしも倦きなかった物語なんです。
1	子供たちはそれを何度もくり返しました。
0	いく度目かにまたみんなで、「だるまさん、だるまさん」をやりだした時です。
1	しかし、実際のわたしがこの『天狗笑』の青空をみたということはありえないはずなんです。
0	なぜなら、この青空はもちろん物語のなかの青空であり、わたしはそれを読んだにすぎないのですから。
0	しなかったことが、しなかったにもかかわらず、したこととして意識され、記憶されている。
1	なぜか。
1	その「なぜ」は、大人になってからあらためてこの物語を読みなおしたときに解けました。
0	いま引いた文章のなかの「子供たち」のあいだに、子どものわたしがいたからでした。
1	読みなおしてすぐ、わたしはそのことに気づきました。
0	それがわたしにとっての『天狗笑』という物語であり、そのぜんぶであり、それでわたしはじゅうぶんだったんです。
0	なにものかが忍び足で歩きまわっているような音がする。
1	不審をおさえて、ドアをそっと開けてのぞいてみて、小林少年は動転する。
0	一頭の虎が部屋のなかを悠然と歩きまわっているのです。
1	わたしのおぼえているのは、それだけの状景です。
1	わたしもまた、肝っ玉をつぶしたのです。
0	虎がとなりの部屋を歩きまわっている。
0	虎は、虎をみつめているわたしに気がついていない。
1	しかし、動くことはできない。
1	息を殺して、虎をみつめているだけだ。
0	そういうふうな非常に緊張した感覚的イメージなのですね。
1	それがはげしく実感としてのこった。
0	もちろんわたしは実際にそんな体験をもったのではないんです。
1	その本で読んだだけです。
0	けれども、その状景をわたしはたしかに通過したのであり、それはわたしの経験に奥行きをつくった。
1	いまも暮らしています。
0	そのことをかんがえるとふっと空気が濃くなるような感じがする。
1	それはたしかに非常に怕いイメージにはじまったんだけれども、ちがうんです。
0	わたしはとなりの部屋を悠然と歩きまわってる虎に友情をいだいています。
1	ありえないものとのつきあいかた、ということをかんがえるんです。
0	天狗が高笑いして消える青空も、となりの部屋を歩きまわっている虎も、それはありえないんです。
0	四人でする野球も、十三時を打つ大時計も、ありえない。
1	そこにいて、しかも「行方不明」であること。
0	ありえない。
1	あるいは愛のような概念。
1	あるいは文化とか社会、時代といったそれ自体でありえないもの。
0	それはありえないものだけれども、そうしたありえないものとじぶんとがどうつきあっているのか。
1	そのつきあいかたを、わたしたちは身ぶりとして、じぶんにもっている。
0	ジェスチュアというよりは、むしろライフスタイルという意味をもつ言葉として。
0	身のふりかたと身のこなしのあいだに、はっきりとでてくる身ぶりとして。
1	「みずから」ということです。
0	「みずから」はもともと「身ツカラ」という意味ですね。
1	「わたし自身」の「自身」ということなんです。
1	ふだんはしぐさやふるまいにかくれてよくみえない。
0	しかし、はっきりと身ぶりが露出してくるときがあります。
0	そのとき身ぶりが身ぶりとして、はっきりじぶんに意識されるものになるのです。
1	ハロウイーンの夜、二人の女の子が外で落ちあいます。
1	ハロウイーンは北米の子どもの祭りなんです。
0	その日の夜、子どもたちはめいめい好きな仮面をかぶって、家々をまわるんです。
1	女の子の一人は仮面をつけてませんでした。
0	わたくしの家には母が大切にしていた若干の文書があった。
0	おかげで祖父は他の士のように没落しないですんだのであるが、そのときのことをこのように述懐している。
1	そこでついに恩人を知らずにしもうた。
0	時勢の然らしむるところとはいえ面白いではないか。
1	わたくしは、祖父のこの述懐を読むたびにいつも心打たれるのである。
0	祖父を郡長に推挙しながら、自らは名乗らなかった仁はだれであったのか。
1	「バスに乗り遅れたサムライたち」という言葉がある。
0	特に旧徳川方の藩の士族たちがそれである。
1	母はわたくしを叱るとき、「そんなことをしてはいけない」とはいわなかった。
0	祖父は明治四十五年四月三日に没した。
1	享年七十二歳。
0	彼は四十五歳、妻は三十三歳であった。
1	また翌年の厳寒期には貧民地区で五万個の炭団の廉売をした。
1	また大阪・千葉でも廉売を実施した。
0	この日、山室大佐が司式をし盛大な救霊運動が展開された。
0	山室はたゆみなく熱心に聖書を読んだ人である。
1	もちろん救世軍にとっても絶大な打撃であった。
1	その犠牲は余りにも大きい。
0	下渋谷の山室の家族は幸い無事であった。
1	食料品・衣類・日用品の配布は約四万四千人に達した。
0	カナダから十九回にわたって船が着く毎に多数の衣類がきた。
1	これらは少なく見積っても五十万円の物資を救世軍は扱ったことになろう。
0	ロンドンの万国本営からの援助は二十五万五千余円であった。
0	いわば一国にとどまらず、広く救世軍本営の立場から各国の活動を学び知るためである。
1	書記長官解任
1	山室は途中、上海・香港・シンガポール・マルセイユなど寄港地の救世軍で熱心に語った。
0	ロンドンでは御滞在中の秩父宮に拝謁、救世軍の社会事業施設などへ案内したこともある。
0	つづいてドイツ・デンマーク・ノールウェー・スエーデンの各地を歴訪した。
1	第四回渡欧
0	この祝賀にあたり山室は少将に昇進し日本の連立司令官となった。
1	東洋人としては最初の将官である。
1	帰途はアメリカに向い、ニューヨークをはじめ各地で講演し、カナダからさらにハワイへも行った。
0	七月内務省社会局で社会事業家懇談会の席に招かれ、欧米視察談をした。
1	少将に昇進
1	東京のほか仙台・名古屋・京都・神戸・岡山の各地を三週間にわたって歴訪した。
0	そして十二月二十五日葉山御用邸で大正天皇は崩御、四十八歳であった。
0	彼のいわゆる〈要素一元論〉もその一つの帰結である。
0	では、マッハの言う〈要素〉、もっとくわしく言えば〈感覚要素〉とはいかなるものか。
1	彼はその例として「色、音、温かさ、圧感、空間、時間等々」を挙げている。
0	経験を構成しているこれら直接の感覚所与こそが、世界の究極の構成要素なのである。
1	それは物的でも心的でもない〈中性的〉存在なのである。
0	それがいかなる意味なのか、野家啓一氏の実に卓抜な解説を借りることにしよう。
1	セラピストは、精神力学的な方法で作業するばかりではない。
0	クライアントが、精神力学にかかわる問題から自分を切り離し、それらを超越するのを助けようとするのだ。
1	従来の心理学的な方法に加えて、さまざまな瞑想法やヨーガの方法が使われることもあるわけだ。
1	そして、そうすることが、クライアント、セラピスト、双方にとって有益だ、という考え方をする。
0	が、しかし、セラピーはつねに、奉仕をとおして最大限の成長を期するという脈絡のなかで行われるのである。
1	セラピーのプロセスをカルマ・ヨーガに変えていくには、いくつかの方法がある。
0	第一に、そしておそらく何よりも大事なことは、そう変える意志をもつことである。
0	加えて、つねにできる限り自覚をもち、瞑想的に心を行き渡らせる意志をもつことである。
1	このようなモデリングを行うと、セラピストとクライアントの間には、高度な相互扶助の関係が生まれることになる。
1	セラピストは、このレベルで作業しているクライアントに対して、心を全面的に開いて正直に対応すること。
0	これから述べるように、トランスパーソナル・サイコセラピーは、いくつかのレベルで、ほかのセラピーと明確に区別される。
0	しかしながら、このような比較をすることには、つねに危険がつきまとうことも忘れてはならない。
1	そして結局のところ、どんなに客観的であろうとしても、偏見を完全にぬぐうのは難しい。
1	以下に述べることは、こうした注意を念頭に、読み進めていただきたい。
0	最澄滅後の天台宗団は、義真によって統率されたが、しばらく低迷をつづけた。
1	その理由はいろいろあるが、最大の問題は密教の不備という点にあった。
0	止観の旨は盛に叡峰に談じ、師資の道を弘む。
1	円仁は下野国（栃木）の出身、俗姓は壬生氏。
0	また玄法寺の法全に従って胎蔵儀軌を習学した。
1	空海は金・胎両部の法を受けたが、蘇悉地法を受けていなかった。
0	さらにかれは、叡山密教の弱点であった悉曇についても充分な学習を積んだ。
0	円仁の入唐求法によって、今や叡山密教の真言宗にたいする劣等感はまったく拭い去られた。
1	帰朝した円仁は朝野の大歓迎をうけた。
0	そして叡山の密教化という現象は、平安朝の貴族政治の展開と呼応しながら進行するのである。
1	つぎに、円珍は讃岐国（香川）の人、俗姓は和気氏である。
1	その母は佐伯氏で空海の姪にあたった。
0	十五歳のとき叔父の仁徳に伴われて比叡山に登り、義真の門に投じた。
1	それが円珍である。
0	福州について、まず天台山に巡礼し、ついで長安に入って密教を学んだ。
0	このころ遣唐使の派遣はたえてなく、かれは往復ともに民間の商船を利用したのであった。
1	このころより円仁派と円珍派の対立が芽生えていたことが察せられる。
0	園城寺は円珍の門流によって相承され、のち山・寺両門の分裂をまねくことは後述する。
1	さてこの獄中に一つの挿話がある。
1	それは奴隷のオネシモのことである。
0	彼はコロサイのある信者の家の奴隷であった。
1	エパフラスはコロサイとその近隣のラオデキヤやヒエラポリスに伝道した。
